zone,numero,couche,x,y,zrelatif,zreference,zabsolu,orientation,pendage,vers,longueur,largeur,epaisseur
K20,985,KLD14,40,81,89,150,239,NS,P,,30,17,6
K20,2125,KLD21,11,53,17,240,257,EW,O,E,22,21,10
K20,2261,KLD23,20,50,29,240,269,NS,P,,18,16,14
K20,2133,KLD21,-1,73,14,240,254,NS,P,,16,11,8
K20,2418,KLD19,-4,88,16,230,246,EW,P,,28,18,14
K20,2417,KLD19,-3,88,15,230,245,EW,SC,E,36,26,18
K20,11838,KLD14,,,,,,,,,15,14,5
K20,12097,KLD23,,,,,,,,,12,9,3
K20,12098,KLD23,,,,,,,,,10,7,2
K20,2578,KLE6,44,2,74,230,304,EW,O,W,60,46,30
K20,2298,KLD24,19,49,33,240,273,EW,SV,W,34,16,10
K20,2377,KLE1,16,60,47,230,277,EW,P,,13,10,10
K20,2439,KLE1,33,86,46,230,276,NESW,O,SW,83,30,2
K20,2395,KLE1,26,21,57,230,287,NESW,C,,17,11,9
K20,2402,KLE1,13,66,59,230,289,NESW,O,SW,74,56,40
K20,2440,KLE1,12,87,48,230,278,NESW,O,SW,52,29,10
K20,2228,KLD23,48,67,25,240,265,,O,E,65,60,40
K20,2472,KLE1,14,22,61,230,291,EW,SV,E,67,28,10
K20,2401,KLE1,28,62,50,230,280,NS,P,,120,90,70
K20,2394,KLE1,27,30,52,230,282,NESW,O,NE,22,18,9
K20,2531,KLE1,20,64,65,230,295,,V,,43,26,24
K20,2558,KLE4,2,67,77,230,307,NS,O,W,70,60,35
K20,2534,KLE1,14,77,67,230,297,NS,P,,18,14,12
K20,49972,KLD19,,,,,,,,,0,0,0
K20,2441,KLE3,-2,86,51,230,281,NWSE,SC,SW,20,6,4
K20,2541,KLE1,-3,72,71,230,301,EW,P,,40,27,25
K20,2200,KLD23,17,73,"22,5",240,"262,5",,P,,14,14,6
K20,49727,KLD24,,,,,,,,,0,0,0
K20,2785,KLF7,32,7,96,"233,5","329,5",EW,P,,72,35,23
K20,13263,KLD4,,,,,,,,,16,7,5
K20,11840,KLD14,,,,,,,,,16,10,4
K20,2584,KLE6,7,10,84,230,314,EW,P,,50,15,8
K20,2184,KLD23,37,41,26,240,266,NS,P,,30,26,19
K20,2438,KLE1,26,84,45,230,275,NESW,O,SW,35,22,3
K20,2545,KLE1,25,33,69,230,299,NWSE,SV,NW,113,72,50
K20,2583,KLE6,38,88,37,230,267,EW,P,,16,6,4
K20,2297,KLD24,11,87,30,240,270,NWSE,P,,39,18,16
K20,2217,KLD23,57,90,24,240,264,NWSE,SC,SW,15,10,8
K20,2265,KLD24,32,21,33,240,273,NESW,O,NW,28,23,9
K20,2392,KLE1,23,23,56,230,286,,,,52,51,44
K20,2225,KLD23,19,81,23,240,263,NESW,P,,26,18,11
K20,2462,KLD19,78,5,10,230,240,,O,NW,14,11,8
K20,1930,KLD17,76,2,241,0,241,NESW,P,,18,8,6
K20,2464,KLD19,73,4,20,230,250,,O,W,70,40,10
K20,2464,KLD19,73,4,20,230,250,,O,W,70,40,10
K20,2568,KLE6,11,6,81,230,311,,V,,11,6,4
K20,2406,KLE1,37,58,48,230,278,NWSE,O,W,30,19,15
K20,2391,KLE1,19,50,57,230,287,NESW,O,SW,11,9,7
K20,2405,KLE1,33,42,49,230,279,,V,,50,22,13
K20,2307,KLD24,32,26,36,240,276,NS,P,,110,95,60
K20,2404,KLE1,40,47,48,230,278,NS,SC,W,75,47,24
K20,13628,KLD14,,,,,,,,,32,20,11
K20,12113,KLD3,,,,,,,,,8,6,1
K20,2475,KLE1,26,22,60,230,290,NESW,SC,NE,120,60,30
K20,2412,KLE1,27,52,59,230,289,NESW,SC,NE,120,110,56
K20,2532,KLE1,13,26,67,230,297,,V,,42,39,36
K20,2239,KLD23,15,70,27,240,267,NS,O,S,29,22,5
K20,2487,KLE1,20,30,61,230,291,EW,O,E,84,62,19
K20,2376,KLE1,16,67,46,230,276,EW,O,W,19,13,10
K20,2318,KLD25,48,82,34,240,274,,P,,70,70,40
K20,2474,KLE1,23,27,62,230,292,,P,,110,100,35
K20,2422,KLD23,13,87,35,230,265,,P,,25,22,15
K20,2383,KLE1,17,30,49,230,279,NS,O,S,220,140,90
K20,2450,KLE1,41,89,43,230,273,EW,P,,61,45,17
K20,2398,KLE1,24,27,58,230,288,NS,P,,75,55,40
K20,2384,KLE1,24,43,47,230,277,,,,97,70,50
K20,2385,KLE1,33,66,44,230,274,EW,P,,14,9,7
K20,2230,KLD23,35,69,27,240,267,NESW,P,,220,160,90
K20,2407,KLE1,13,49,46,230,276,EW,SC,N,62,52,50
K20,2389,KLE1,34,69,46,230,276,NESW,P,,93,55,29
K20,2397,KLE1,16,35,57,230,287,NS,P,,80,57,36
K20,2263,KLD24,28,30,33,240,273,NESW,P,,27,14,13
K20,2399,KLE1,22,37,58,230,288,EW,P,,105,80,62
K20,2274,KLD24,11,86,29,240,269,NWSE,O,NW,41,27,25
K20,2425,KLE1,12,89,44,230,274,,V,,50,38,33
K20,2254,KLD24,36,49,31,240,271,NESW,P,,25,23,18
K20,2321,KLD25,51,92,34,240,274,EW,P,,45,35,17
K20,49822,KLD26,,,,,,,,,0,0,0
K20,50088,KLD3,,,,,,,,,0,0,0
K20,2054,KLD19,76,5,"12,5",240,"252,5",EW,P,,18,13,9
K20,12068,KLD13,,,,,,,,,20,13,8
K20,13246,KLD4,,,,,,,,,14,13,8
K20,13343,KLD14,,,,,,,,,23,18,12
K20,2489,KLE1,38,57,57,230,287,NWSE,O,NW,28,21,8
K20,2546,KLE1,29,40,68,230,298,EW,O,W,73,62,29
K20,13167,KLD6,,,,,,,,,10,5,3
K20,13181,KLD19,,,,,,,,,17,16,6
K20,50605,KLD4,,,,,,,,,0,0,0
K20,13180,KLD8,,,,,,,,,15,13,3
K20,50438,KLD14,,,,,,,,,0,0,0
K20,2632,KLF5M,27,55,"73,5",236,"309,5",NS,P,,96,73,56
K20,2567,KLE6,32,56,75,230,305,NESW,P,,70,60,34
K20,2576,KLE6,30,90,64,230,294,NS,O,E,100,80,36
K20,13189,KLD13,,,,,,,,,17,16,4
K20,49682,KLD10,,,,,,,,,0,0,0
K20,50972,KLD14,,,,,,,,,0,0,0
K20,2590,KLE6,40,47,81,230,311,NS,C,,21,16,4
K20,2581,KLE6,27,98,72,230,302,EW,C,,140,75,65
K20,11890,KLE2,,,,,,,,,12,8,4
K20,50634,KLD14,,,,,,,,,0,0,0
K20,2597,KLF5M,42,47,"86,5",238,"324,5",NESW,O,SW,90,73,50
K20,13278,KLD19,,,,,,,,,17,15,5
K20,49725,KLD14,,,,,,,,,0,0,0
K20,50211,KLD18,,,,,,,,,0,0,0
K20,2646,KLF5M,33,77,81,236,317,EW,O,W,83,63,32
K20,11992,KLD10,,,,,,,,,8,6,1
K20,13192,KLD13,,,,,,,,,16,15,5
K20,13243,KLD4,,,,,,,,,11,6,4
K20,13341,KLD3,,,,,,,,,10,9,3
K20,2651,KLF5M,43,80,75,236,311,EW,O,W,105,75,30
K20,2605,KLF5M,8,45,"103,5",238,"341,5",NS,P,,80,45,20
K20,2628,KLF5M,28,71,"84,5",236,"320,5",NESW,O,SW,100,35,22
K20,2634,KLF5M,30,77,82,236,318,EW,P,,41,28,14
K20,2627,KLF5M,36,78,"76,5",236,"312,5",NS,SC,W,42,21,12
K20,2596,KLF5M,38,57,"86,5",238,"324,5",NWSE,SC,SW,102,60,35
K20,2642,KLF5M,40,71,"76,5",236,"312,5",NS,O,SW,47,27,18
K20,2882,KLF10,22,15,49,300,349,NWSE,SV,NW,28,21,4
K20,2446,KLE3,-3,85,52,230,282,NESW,SV,SW,28,21,18
K20,2448,KLE3,-1,83,54,230,284,,V,,19,15,10
K20,2449,KLE3,-1,82,53,230,283,NS,O,S,11,8,5
K20,2423,KLD23,4,89,36,230,266,NESW,P,,20,14,5
K20,2424,KLE1,6,89,44,230,274,,V,,65,49,40
K20,2445,KLE3,1,84,54,230,284,NESW,SC,,18,10,8
K20,2442,KLE3,1,85,51,230,281,NESW,C,,13,6,3
K20,2482,KLE1,10,83,56,230,286,,V,,30,24,8
K20,13260,KLD4,,,,,,,,,5,4,2
K20,12259,KLD10,,,,,,,,,31,26,10
K20,12054,KLD8,,,,,,,,,5,5,2
K20,12086,KLD13,,,,,,,,,8,5,2
K20,13241,KLD4,,,,,,,,,10,9,6
K20,13242,KLD4,,,,,,,,,10,10,8
K20,13340,KLD3,,,,,,,,,9,6,3
K20,12236,KLD3,,,,,,,,,7,5,1
K20,2564,KLE4,10,3,71,230,301,EW,O,W,115,60,53
K20,2444,KLE3,7,82,51,230,281,NS,SV,,19,11,8
K20,2447,KLE3,3,84,54,230,284,,V,,34,16,12
K20,2443,KLE3,2,83,52,230,282,EW,P,,22,12,8
K20,2755,KLF6,54,92,22,290,312,EW,C,,61,38,24
K20,2733,KLF6,70,50,26,290,316,EW,C,,16,11,6
K20,11987,KLD12,,,,,,,,,10,5,5
K20,12134,KLD11,,,,,,,,,8,6,2
K20,11967,KLD12,,,,,,,,,19,11,5
K20,2638,KLF5M,68,62,"74,5",236,"310,5",NESW,P,,166,127,105
K20,13158,KLD14,,,,,,,,,21,20,11
K20,11920,KLD21,,,,,,,,,9,8,3
K20,12111,KLD3,,,,,,,,,8,4,2
K20,12233,KLD3,,,,,,,,,6,6,2
K20,12095,KLD23,,,,,,,,,16,8,2
K20,12251,KLD6,,,,,,,,,5,3,1
K20,13228,KLD4,,,,,,,,,11,11,4
K20,49787,KLD14,,,,,,,,,0,0,0
K20,49826,KLD8,,,,,,,,,0,0,0
K20,13285,KLD19,,,,,,,,,14,8,2
K20,50093,KLD14,,,,,,,,,0,0,0
K20,50512,KLD12,,,,,,,,,0,0,0
K20,2808,KLF9,12,38,117,"233,5","350,5",NS,P,,90,80,53
K20,2881,KLF10,34,19,47,300,347,NESW,P,,38,24,13
K20,2923,KLF10,23,11,54,300,354,NWSE,P,,53,45,25
K20,2934,KLF10,2,38,"53,5",300,"353,5",NS,SC,W,72,45,21
K20,2935,KLF10,3,36,57,300,357,NS,SV,E,22,15,11
K20,2937,KLF10,4,32,55,300,355,NESW,P,,52,50,31
K20,12210,KLD11,,,,,,,,,17,6,5
K20,13864,KLD18,,,,,,,,,10,7,6
K20,2560,KLE4,65,22,68,230,298,NESW,P,,75,15,10
K20,2586,KLE6,27,80,75,230,305,EW,P,,60,45,35
K20,2587,KLE6,20,85,77,230,307,,V,,20,15,15
K20,2674,KLF6,66,47,78,236,314,NESW,O,W,31,25,11
K20,2695,KLF6,71,61,76,236,312,NS,O,S,15,11,9
K20,2716,KLF6,66,46,"19,5",300,"319,5",NS,P,,16,12,12
K20,2645,KLF5M,55,56,"77,5",236,"313,5",EW,P,,49,41,23
K20,2693,KLF6,78,68,74,236,310,NESW,O,N,27,16,13
K20,2662,KLF5M,41,96,"79,5",236,"315,5",NS,P,,17,11,9
K20,2838,KLF9,8,92,110,"233,5","343,5",NS,P,,47,36,25
K20,2877,KLF10,16,98,"47,5",300,"347,5",NESW,O,SW,28,15,10
K20,2864,KLF10,45,9,"42,5",300,"342,5",NESW,SC,SW,32,11,4
K20,2889,KLF10,38,4,"47,5",300,"347,5",NWSE,SV,SE,7,5,3
K20,3066,KLF11,64,9,"42,5",300,"342,5",NWSE,P,,56,25,15
K20,3063,KLF11,46,9,51,300,351,NWSE,O,W,20,10,1
K20,3081,KLF11,46,16,51,300,351,EW,O,W,82,51,22
K20,3062,KLF11,46,16,50,300,350,EW,O,W,32,20,9
K20,3067,KLF11,64,14,"41,5",300,"341,5",NWSE,P,,45,15,10
K20,3083,KLF11,63,16,45,300,345,NESW,O,SW,90,32,15
K20,3068,KLF11,69,12,"39,5",300,"339,5",NWSE,P,,45,13,12
K20,3084,KLF11,75,13,"34,5",300,"334,5",NS,O,W,60,35,16
K20,3085,KLF11,75,16,37,300,337,EW,O,W,16,10,7
K20,3094,KLF11,14,31,56,300,356,,P,,20,20,
K20,3261,KLF11,1,38,"60,5",300,"360,5",NS,O,S,45,,11
K20,3263,KLF11,0,38,"59,5",300,"359,5",,P,,9,,9
K20,3264,KLF11,0,35,60,300,360,NS,P,,42,17,15
K20,2926,KLF10,10,17,"54,5",300,"354,5",NWSE,P,,40,30,20
K20,2812,KLF9,9,54,115,"233,5","348,5",NS,P,,25,18,8
K20,2679,KLF6,25,68,98,236,334,NS,O,SW,40,34,30
K20,2723,KLF6,7,82,40,300,340,NS,P,,34,21,11
K20,2648,KLF5M,30,55,"95,5",236,"331,5",NS,O,W,74,60,29
K20,2615,KLF5M,22,48,100,238,338,NWSE,P,,72,51,21
K20,2706,KLF6,25,50,"38,5",300,"338,5",NS,O,W,113,85,52
K20,2614,KLF5M,19,82,89,238,327,EW,O,W,128,82,62
K20,2661,KLF5M,37,74,85,236,321,NS,SC,S,64,36,21
K20,2727,KLF6,19,53,39,300,339,EW,P,,80,67,33
K20,2663,KLF5M,34,81,"84,5",236,"320,5",NWSE,V,,41,25,22
K20,2624,KLF5M,10,58,"100,5",238,"338,5",NESW,SC,W,100,76,62
K20,2625,KLF5M,9,86,99,238,337,NESW,O,SW,112,63,34
K20,2661,KLFM5,37,74,85,236,321,,,,18,8,7
K20,2853,KLF10,4,85,52,300,352,NESW,P,,29,17,9
K20,2854,KLF10,7,73,53,300,353,NWSE,P,,50,25,24
K20,2868,KLF10,7,70,53,300,353,NS,P,,26,25,10
K20,2739,KLF6,43,10,40,290,330,NS,SV,SE,43,25,20
K20,2594,KLF5M,14,14,"105,5",238,"343,5",NWSE,P,,56,25,23
K20,2822,KLF9,36,14,"111,5","233,5",345,NWSE,P,,18,16,11
K20,2815,KLF9,5,12,"118,5","233,5",352,NESW,O,SW,20,12,7
K20,2759,KLF6,22,15,59,290,349,NWSE,SC,S,52,36,22
K20,2845,KLF9,6,17,119,"233,5","352,5",NWSE,O,,54,50,36
K20,2603,KLF5M,30,14,101,238,339,NS,P,,73,55,40
K20,2743,KLF6,42,18,46,290,336,NWSE,P,,43,0,0
K20,2757,KLF6,27,12,54,290,344,NESW,SC,W,52,35,25
K20,2760,KLF6,20,11,60,290,350,NESW,O,NE,23,8,5
K20,2796,KLF8,16,13,116,"233,5","349,5",NWSE,P,,120,90,75
K20,2729,KLF6,6,12,51,300,351,,P,,40,30,0
K20,2612,KLF5M,37,65,"78,5",238,"316,5",NS,SC,W,87,45,27
K20,2846,KLF9,4,19,121,"233,5","354,5",NESW,P,,60,33,21
K20,2689,KLF6,9,15,113,236,349,EW,O,W,60,37,17
K20,2649,KLF5M,20,36,"99,5",236,"335,5",NWSE,P,,121,72,44
K20,2913,KLF10,8,13,52,300,352,EW,O,NW,44,36,11
K20,2728,KLF6,20,37,39,300,339,EW,P,,70,60,46
K20,2823,KLF9,12,60,115,"233,5","348,5",EW,P,,17,16,7
K20,2825,KLF9,3,73,"115,5","233,5",349,,V,,22,16,8
K20,2824,KLF9,11,61,115,"233,5","348,5",EW,P,,20,17,7
K20,2765,KLF6,28,62,46,290,336,NS,C,,25,11,5
K20,2666,KLF5M,34,86,"83,5",236,"319,5",NWSE,P,,15,14,9
K20,2664,KLF5M,32,83,"83,5",236,"319,5",NWSE,P,,29,15,11
K20,2665,KLF5M,33,85,"83,5",236,"319,5",NWSE,P,,32,22,11
K20,2670,KLF5M,37,76,"89,5",236,"325,5",NESW,O,SW,26,17,17
K20,2592,KLF5M,10,76,"101,5",238,"339,5",EW,O,W,75,45,43
K20,2593,KLF5M,20,72,95,238,333,,V,,90,90,45
K20,2792,KLF8,42,47,103,"233,5","336,5",EW,O,W,70,58,26
K20,2667,KLF5M,37,62,99,236,335,EW,O,W,57,49,29
K20,2768,KLF7,30,78,97,"233,5","330,5",NESW,P,,92,70,36
K20,2769,KLF7,42,74,91,"233,5","324,5",NS,P,,34,20,16
K20,2775,KLF7,49,75,91,"233,5","324,5",NS,SC,W,67,29,5
K20,2709,KLF6,32,70,34,300,334,NESW,O,SW,90,43,35
K20,2626,KLF5M,28,82,90,238,328,NESW,O,SW,74,54,51
K20,2610,KLF5M,3,85,"101,5",238,"339,5",NWSE,P,,74,60,24
K20,2813,KLF9,7,70,"114,5","233,5",348,EW,P,,25,18,13
K20,2840,KLF9,0,62,117,"233,5","350,5",NESW,O,SW,35,27,6
K20,2621,KLF5M,31,48,95,238,333,EW,P,,17,16,7
K20,2724,KLF6,19,64,35,300,335,EW,P,,80,54,53
K20,2639,KLF5M,8,69,106,236,342,NESW,SC,NW,105,62,43
K20,2617,KLF5M,17,61,"99,5",238,"337,5",NWSE,SC,SW,123,73,22
K20,2631,KLF5M,36,45,"98,5",236,"334,5",EW,P,,66,59,38
K20,2683,KLF6,40,66,92,236,328,NS,O,S,100,60,40
K20,2820,KLF9,8,70,116,"233,5","349,5",EW,O,W,45,32,18
K20,2668,KLF5M,43,63,86,236,322,EW,O,NW,55,26,16
K20,2940,KLF10,4,60,56,300,356,NWSE,P,,92,80,57
K20,2675,KLF6,6,2,"112,5",236,"348,5",NESW,O,SW,32,22,22
K20,2677,KLF6,3,7,112,236,348,NS,P,,37,25,22
K20,2690,KLF6,13,6,115,236,351,EW,V,,57,45,27
K20,2702,KLF6,2,30,"47,5",300,"347,5",EW,O,E,50,37,22
K20,2703,KLF6,2,30,"47,5",300,"347,5",EW,O,E,34,24,7
K20,2697,KLF6,9,3,116,236,352,NS,O,S,60,19,10
K20,2644,KLF5M,62,8,"79,5",236,"315,5",NESW,O,SW,20,8,5
K20,2640,KLF5M,16,7,105,236,341,NESW,O,SW,112,42,25
K20,2650,KLF5M,7,22,"107,5",236,"343,5",NWSE,P,,83,56,29
K20,2652,KLF5M,7,31,105,236,341,NESW,O,SW,85,45,15
K20,2655,KLF5M,12,23,104,236,340,NWSE,P,,50,12,12
K20,2656,KLF5M,19,27,100,236,336,EW,P,,17,17,7
K20,2678,KLF6,14,5,112,236,348,NESW,C,,32,15,10
K20,2680,KLF6,65,6,82,236,318,EW,O,W,29,28,17
K20,2686,KLF6,4,30,110,236,346,NS,O,S,90,70,46
K20,2687,KLF6,4,23,113,236,349,NWSE,O,W,120,57,36
K20,2681,KLF6,16,6,108,236,344,NESW,O,W,46,28,8
K20,2682,KLF6,16,1,113,236,349,NS,V,,60,30,27
K20,2602,KLF5M,32,6,"101,5",238,"339,5",NS,P,,100,90,70
K20,2629,KLF5M,14,20,103,236,339,NESW,O,SW,38,12,12
K20,2817,KLF9,25,8,"111,5","233,5",345,NESW,O,SW,56,20,6
K20,12130,KLD11,,,,,,,,,14,9,3
K20,13266,KLD19,,,,,,,,,15,12,7
K20,12230,KLD11,,,,,,,,,13,8,4
K20,12231,KLD11,,,,,,,,,8,7,2
K20,13170,KLD11,,,,,,,,,12,9,7
K20,11985,KLD12,,,,,,,,,6,6,5
K20,12225,KLD11,,,,,,,,,9,6,3
K20,50885,KLD12,,,,,,,,,0,0,0
K20,13176,KLD11,,,,,,,,,16,8,3
K20,13169,KLD11,,,,,,,,,10,9,3
K20,11942,KLD12,,,,,,,,,10,7,5
K20,2744,KLF6,46,4,48,290,338,EW,P,,38,25,22
K20,11974,KLD12,,,,,,,,,15,12,5
K20,2818,KLF9,3,93,"112,6","233,5","346,1",EW,C,,25,15,8
K20,12006,KLD11,,,,,,,,,9,9,3
K20,13347,KLD12,,,,,,,,,23,18,11
K20,12212,KLD11,,,,,,,,,13,10,4
K20,12216,KLD11,,,,,,,,,13,12,5
K20,12217,KLD11,,,,,,,,,6,5,2
K20,12131,KLD11,,,,,,,,,8,8,2
K20,13205,KLD12,,,,,,,,,15,9,4
K20,11944,KLD12,,,,,,,,,8,4,2
K20,11991,KLD12,,,,,,,,,10,8,1
K20,13179,KLD11,,,,,,,,,6,5,1
K20,12256,KLD12,,,,,,,,,12,10,2
K20,12220,KLD11,,,,,,,,,13,11,5
K20,13216,KLD12,,,,,,,,,12,12,6
K20,12229,KLD11,,,,,,,,,10,9,2
K20,11946,KLD12,,,,,,,,,8,6,4
K20,12132,KLD11,,,,,,,,,9,7,2
K20,12008,KLD11,,,,,,,,,10,10,2
K20,12005,KLD11,,,,,,,,,13,10,4
K20,13357,INDET,,,,,,,,,18,15,6
K20,2647,KLF5M,58,66,72,236,308,EW,O,W,103,50,23
K20,2643,KLF5M,47,63,77,236,313,EW,P,,175,154,111
K20,11962,KLD19,,,,,,,,,8,5,2
K20,12215,KLD11,,,,,,,,,14,9,4
K20,12021,KLE4,,,,,,,,,13,7,3
K20,13199,KLD12,,,,,,,,,19,15,6
K20,49938,KLD10,,,,,,,,,0,0,0
K20,11856,KLD14,,,,,,,,,0,0,0
K20,77305,KLD14,,,,,,,,,0,0,0
K20,11871,KLD14,,,,,,,,,10,8,3
K20,2761,KLF6,21,5,62,290,352,NESW,P,,75,56,30
K20,2762,KLF6,31,4,54,290,344,NESW,C,,18,14,12
K20,2756,KLF6,15,3,62,290,352,EW,SC,S,40,25,9
K20,2741,KLF6,46,12,45,290,335,NS,SV,SE,30,20,12
K20,2842,KLF9,13,95,111,"233,5","344,5",EW,P,,86,76,40
K20,2850,KLF9,12,4,120,"233,5","353,5",NESW,O,SW,20,18,12
K20,2858,KLF10,14,38,50,300,350,NESW,P,,10,8,5
K20,2660,KLF5M,56,55,78,236,314,EW,O,W,53,34,20
K20,2653,KLF5M,68,51,75,236,311,NS,P,,32,24,16
K20,2635,KLF5M,72,49,"71,5",236,"307,5",EW,O,W,52,43,35
K20,2688,KLF6,54,52,67,236,303,EW,O,W,50,43,17
K20,2561,KLE4,70,28,66,230,296,,V,,25,10,8
K20,2898,KLF10,30,10,"50,5",300,"350,5",NESW,O,SW,58,49,44
K20,2763,KLF6,27,3,52,290,342,NESW,P,,16,11,6
K20,2894,KLF10,27,3,49,300,349,EW,P,,135,65,35
K20,2899,KLF10,32,9,51,300,351,NWSE,SV,NW,66,44,36
K20,2920,KLF10,18,8,"51,5",300,"351,5",NWSE,P,,22,10,8
K20,2914,KLF10,23,10,52,300,352,EW,O,S,40,15,10
K20,2921,KLF10,20,5,54,300,354,NS,O,S,25,20,5
K20,2928,KLF10,35,4,"52,5",300,"352,5",NESW,O,SW,42,24,10
K20,2904,KLF10,35,5,54,300,354,EW,O,E,109,70,55
K20,2946,KLF10,71,10,"36,5",300,"336,5",NS,O,N,92,51,27
K20,2786,KLF7,39,9,105,"233,5","338,5",EW,P,,100,52,35
K20,2936,KLF10,56,4,45,300,345,NESW,C,,45,33,14
K20,2938,KLF10,47,5,51,300,351,NS,O,S,12,8,7
K20,2912,KLF10,20,10,52,300,352,NWSE,P,,46,32,20
K20,2890,KLF10,30,10,53,300,353,NWSE,O,SW,135,63,45
K20,3262,KLF12,1,42,66,300,366,EW,P,,65,,37
K20,2609,KLF5M,4,70,"102,5",238,"340,5",NS,SC,W,98,88,56
K20,2800,KLF9,8,70,113,"233,5","346,5",NS,P,,32,24,10
K20,2801,KLF9,5,73,112,"233,5","345,5",NS,P,,21,16,11
K20,2788,KLF8,17,60,108,"233,5","341,5",EW,P,,40,26,18
K20,2789,KLF8,35,65,"102,5","233,5",336,EW,P,,0,0,0
K20,2804,KLF9,28,62,106,"233,5","339,5",EW,P,,80,45,38
K20,2902,KLF10,37,16,"52,5",300,"352,5",NWSE,P,,115,78,45
K20,2738,KLF6,42,49,43,290,333,NWSE,C,,15,10,7
K20,2860,KLF10,6,61,52,300,352,NS,P,,42,23,14
K20,2879,KLF10,44,12,47,300,347,NS,SC,W,123,63,58
K20,2922,KLF10,32,15,57,300,357,NWSE,P,,90,60,40
K20,2927,KLF10,6,56,"53,5",300,"353,5",EW,O,W,21,10,5
K20,2929,KLF10,4,55,53,300,353,NS,P,,25,25,10
K20,2932,KLF10,14,51,51,300,351,NESW,P,,55,30,20
K20,2933,KLF10,5,48,"51,5",300,"351,5",NS,SV,,13,9,5
K20,2943,KLF10,2,50,"55,5",300,"355,5",NS,P,,24,18,12
K20,2841,KLF9,7,71,116,"233,5","349,5",NESW,P,,40,20,14
K20,2685,KLF6,42,49,95,236,331,NS,O,W,116,60,38
K20,2619,KLF5M,17,60,100,238,338,,,,56,12,6
K20,2595,KLF5M,12,69,103,238,341,NS,P,,90,62,42
K20,1462,KLC8,89,69,70,0,70,NWSE,P,,25,18,11
K20,11843,KLD14,,,,,,,,,9,7,2
K20,11855,KLD14,,,,,,,,,15,11,7
K20,13272,KLD19,,,,,,,,,12,11,6
K20,51038,KLD19,,,,,,,,,0,0,0
K20,12164,KLD27,,,,,,,,,6,3,2
K20,13183,KLD21,,,,,,,,,9,8,3
K20,12013,KLD11,,,,,,,,,12,10,2
K20,12218,KLD11,,,,,,,,,10,10,2
K20,13168,KLD11,,,,,,,,,8,6,2
K20,11863,KLD14,,,,,,,,,11,11,4
K20,11867,KLD14,,,,,,,,,11,8,3
K20,11848,KLD14,,,,,,,,,6,5,2
K20,11846,KLD14,,,,,,,,,7,6,2
K20,11847,KLD14,,,,,,,,,9,5,1
K20,11844,KLD14,,,,,,,,,12,6,1
K20,11861,KLD14,,,,,,,,,17,13,3
K20,11935,KLD28,,,,,,,,,6,3,1
K20,12167,KLD27,,,,,,,,,6,4,1
K20,13244,KLD4,,,,,,,,,7,6,2
K20,11964,KLD21,,,,,,,,,17,13,9
K20,77438,KLE5,,,,,,,,,0,0,0
K20,49839,KLE1,,,,,,,,,0,0,0
K20,11879,KLE1,,,,,,,,,14,8,3
K20,693,KLD8,4,52,42,150,192,EW,O,NW,32,20,6
K20,13355,KLC12,,,,,,,,,22,15,6
K20,12140,KLC12,,,,,,,,,12,11,3
K20,13313,KLC12,,,,,,,,,10,7,1
K20,13302,KLC12,,,,,,,,,10,7,3
K20,640,KLD8,12,55,42,150,192,EW,C,,30,21,11
K20,502,KLD8,15,51,39,150,189,NS,P,,16,10,4
K20,13270,KLD19,,,,,,,,,15,13,6
K20,13159,KLD14,,,,,,,,,20,14,7
K20,13265,KLD19,,,,,,,,,15,12,6
K20,13214,KLD12,,,,,,,,,11,10,4
K20,11945,KLD12,,,,,,,,,11,9,3
K20,12009,KLD11,,,,,,,,,16,11,4
K20,51017,KLD14,,,,,,,,,0,0,0
K20,12129,KLD11,,,,,,,,,13,10,3
K20,13275,KLD19,,,,,,,,,16,15,7
K20,11898,KLE2,,,,,,,,,7,4,4
K20,12243,KLD7,,,,,,,,,19,16,6
K20,50459,KLD4,,,,,,,,,0,0,0
K20,49695,KLD11,,,,,,,,,0,0,0
K20,13202,KLD12,,,,,,,,,16,12,7
K20,13171,KLD11,,,,,,,,,12,12,5
K20,15173,KLD14,,,,,,,,,,,
K20,13234,KLD4,,,,,,,,,7,4,3
K20,11906,KLD3,,,,,,,,,21,15,7
K20,11913,KLD14,,,,,,,,,20,16,7
K20,11907,KLD3,,,,,,,,,26,14,6
K20,49744,KLD3,,,,,,,,,0,0,0
K20,51059,KLD10,,,,,,,,,0,0,0
K20,13327,KLD1,,,,,,,,,15,7,2
K20,13328,KLD1,,,,,,,,,13,11,3
K20,13326,KLD1,,,,,,,,,8,5,3
K20,12179,KLD26,,,,,,,,,8,3,1
K20,12161,KLD27,,,,,,,,,11,6,2
K20,12162,KLD27,,,,,,,,,11,8,3
K20,12158,KLD27,,,,,,,,,16,13,7
K20,11896,KLE2,,,,,,,,,9,5,2
K20,12017,KLE2,,,,,,,,,8,7,1
K20,11893,KLE2,,,,,,,,,13,8,2
K20,11894,KLE2,,,,,,,,,12,11,6
K20,11889,KLE2,,,,,,,,,11,11,3
K20,11895,KLE2,,,,,,,,,10,9,3
K20,13892,KLD3,,,,,,,,,12,5,5
K20,12115,KLD3,,,,,,,,,6,4,1
K20,12018,KLE2,,,,,,,,,8,6,1
K20,13152,KLD14,,,,,,,,,26,20,16
K20,50810,KLD3,,,,,,,,,0,0,0
K20,13907,KLD23,,,,,,,,,25,15,10
