zone,numero,couche,x,y,zrelatif,zreference,zabsolu,orientation,pendage,vers,longueur,largeur,epaisseur
K20,522,KLD8,62,49,39,150,189,EW,P,,18,11,8
K20,1637,KLC10,87,36,79,0,79,NESW,O,SW,19,12,5
K20,1052,KLC1,75,75,58,"1,5","59,5",EW,SV,,48,31,17
K20,1100,KLC1,78,65,57,0,57,EW,P,,35,30,14
K20,1435,KLC7,67,53,74,0,74,NS,O,S,38,28,13
K20,105,KLD3,45,42,79,100,179,NESW,SC,SE,40,31,8
K20,137,KLD3,47,23,82,100,182,NS,SC,E,14,11,6
K20,133,KLD3,58,15,78,100,178,NWSE,P,,31,17,16
K20,505,KLD8,43,43,38,150,188,NESW,P,,10,9,4
K20,1363,KLC6,68,58,73,0,73,NS,C,,40,30,15
K20,1866,KLD4,88,57,187,0,187,EW,O,W,30,21,19
K20,935,KLD12,75,18,68,150,218,NS,O,S,67,50,30
K20,107,KLD3,55,29,79,100,179,NESW,O,NE,25,17,14
K20,123,KLD3,55,38,79,100,179,NWSE,O,SE,27,15,13
K20,1083,KLC1,89,86,55,0,55,EW,P,,40,25,22
K20,432,KLD6,52,12,38,150,188,NWSE,C,,20,14,12
K20,516,KLD8,76,23,41,150,191,NS,P,,23,16,10
K20,841,KLD11,78,40,51,150,201,NESW,C,,90,60,40
K20,1368,KLC6,76,59,71,0,71,NS,O,S,20,11,9
K20,581,KLD8,48,19,40,150,190,EW,P,,18,11,9
K20,313,KLD3,53,36,36,150,186,NS,O,N,15,6,3
K20,43,KLC,61,48,73,0,73,,P,,26,25,16
K20,1370,KLC6,77,55,71,0,71,NS,O,S,20,13,9
K20,22,KLC,56,30,84,0,84,NS,P,,40,33,12
K20,148,KLD3,62,20,81,100,181,NS,O,N,38,9,8
K20,1362,KLC6,72,57,71,0,71,NS,O,S,32,20,10
K20,1309,KLC4,85,60,66,0,66,NWSE,P,,36,24,14
K20,13,KLC,49,45,77,0,77,NS,V,,28,19,14
K20,120,KLD3,61,23,78,100,178,NS,O,N,25,15,6
K20,106,KLD3,53,35,79,100,179,NS,O,S,74,17,11
K20,102,KLD3,45,46,76,100,176,NESW,O,SW,34,7,5
K20,304,KLD3,56,26,34,150,184,EW,P,,17,15,7
K20,380,KLD3,54,36,38,150,188,NS,P,,25,15,15
K20,64,KLC,78,47,69,0,69,EW,O,S,34,25,23
K20,472,KLD6,43,41,42,150,192,NESW,O,SW,24,14,10
K20,1388,KLC6,73,51,75,0,75,,V,,12,12,6
K20,720,KLD8,76,15,43,150,193,NS,C,,35,28,13
K20,481,KLD6,69,11,40,150,190,,V,,50,18,7
K20,1382,KLC6,85,39,74,0,74,NS,C,,41,29,14
K20,360,KLD3,53,28,39,150,189,EW,V,,36,12,10
K20,1288,KLC2,70,82,67,0,67,EW,P,,18,18,13
K20,2026,KLD19,29,2,"11,5",240,"251,5",,V,,16,15,8
K20,2511,KLE1,51,4,37,230,267,NS,O,W,25,22,13
K20,469,KLD6,2,8,41,150,191,NS,P,,25,16,12
K20,2327,KLD26,4,16,45,230,275,NS,P,,14,7,4
K20,614,KLD8,22,19,41,150,191,EW,P,,14,6,4
K20,602,KLD8,32,12,42,150,192,EW,V,,22,20,10
K20,628,KLD8,14,22,42,150,192,EW,C,,26,11,6
K20,629,KLD8,12,24,42,150,192,NS,C,,14,13,10
K20,823,KLD11,59,7,46,150,196,EW,P,,25,10,5
K20,828,KLD11,19,15,46,150,196,NESW,O,SW,25,18,8
K20,399,KLD3,40,36,41,150,191,NS,C,,30,25,10
K20,833,KLD11,13,68,49,150,199,EW,C,,40,30,18
K20,953,KLD13,22,13,81,150,231,EW,O,W,55,20,10
K20,1993,KLD19,22,21,"37,5",210,"247,5",,V,,24,11,9
K20,127,KLD3,57,26,80,100,180,NESW,O,SW,38,13,12
K20,2267,KLD24,53,23,32,240,272,NESW,V,,33,24,11
K20,122,KLD3,52,30,79,100,179,NS,O,S,30,11,5
K20,1639,KLC10,88,45,"78,5",0,"78,5",NESW,O,SE,30,20,5
K20,60,KLC,79,42,73,0,73,NS,O,S,30,25,11
K20,1671,KLC10,88,50,81,0,81,NS,P,,20,15,7
K20,430,KLD6,46,18,39,150,189,NS,V,,22,18,10
K20,135,KLD3,59,34,82,100,182,EW,C,,37,28,16
K20,1644,KLC10,88,38,79,0,79,NS,P,,9,8,3
K20,254,KLD3,49,60,80,100,180,NESW,P,,21,8,5
K20,1243,KLC3,85,67,59,0,59,NS,O,W,20,10,3
K20,416,KLD6,55,20,40,150,190,NS,C,,38,25,17
K20,154,KLD3,69,20,81,100,181,EW,O,W,7,5,2
K20,2555,KLE5,85,29,51,230,281,EW,P,,13,10,7
K20,892,KLD11,69,40,56,150,206,NS,C,,28,14,12
K20,1442,KLC7,70,55,75,0,75,NS,P,,44,30,20
K20,1489,KLC9,74,53,"74,5",0,"74,5",EW,,,32,10,74
K20,51,KLC,54,54,83,0,83,NS,O,S,60,16,10
K20,1510,KLC9,86,50,76,0,76,,V,,26,20,13
K20,574,KLD8,50,12,41,150,191,NWSE,C,,29,20,7
K20,553,KLD8,52,52,41,150,191,NWSE,O,NW,24,18,10
K20,1394,KLC6,85,59,70,0,70,NS,P,,20,18,12
K20,68,KLC,61,55,75,0,75,EW,O,W,27,18,12
K20,942,KLD12,51,76,68,150,218,EW,P,,20,12,4
K20,121,KLD3,55,33,79,100,179,NWSE,P,,18,15,10
K20,1408,KLC6,86,82,68,0,68,NS,P,,23,16,15
K20,2227,KLD23,51,22,27,240,267,NS,P,,26,14,9
K20,2187,KLD23,55,34,26,240,266,EW,P,,24,19,17
K20,2238,KLD23,82,18,27,240,267,NWSE,P,,100,90,35
K20,2311,KLD25,60,36,35,240,275,,P,,65,55,16
K20,1334,KLC4,87,41,69,0,69,EW,SV,W,42,25,12
K20,381,KLD3,56,47,36,150,186,NESW,O,SW,17,15,6
K20,1888,KLD11,84,54,209,0,209,,SV,W,70,55,27
K20,1360,KLC6,71,56,71,0,71,NS,O,S,39,13,6
K20,1555,KLC10,84,82,"72,5",0,"72,5",,V,,12,10,8
K20,745,KLD10,50,29,44,150,194,NWSE,O,SE,31,28,10
K20,163,KLD3,72,21,81,100,181,NS,P,,35,20,15
K20,2176,KLD23,45,20,24,240,264,EW,P,,30,24,17
K20,739,KLD10,52,30,45,150,195,NWSE,O,SE,24,16,13
K20,484,KLD6,50,34,42,150,192,NS,P,,18,11,8
K20,1870,KLD11,85,43,"203,5",0,"203,5",,O,W,65,55,50
K20,840,KLD11,75,56,50,150,200,NS,O,S,25,20,4
K20,439,KLD6,45,56,37,150,187,NS,P,,15,12,7
K20,838,KLD11,54,50,50,150,200,NS,P,,30,17,8
K20,25,KLC,54,53,74,0,74,EW,C,,37,33,20
K20,2036,KLD19,73,73,10,240,250,NESW,O,SW,27,19,14
K20,1891,KLD11,82,75,209,0,209,NS,P,,45,26,25
K20,2051,KLD19,55,13,12,240,252,NS,O,N,25,15,13
K20,427,KLD6,55,17,39,150,189,EW,P,,13,11,7
K20,517,KLD8,76,26,41,150,191,NS,P,,15,13,12
K20,735,KLD10,62,20,44,150,194,,P,,16,16,10
K20,2414,KLE1,55,38,48,230,278,NS,P,,21,14,9
K20,1342,KLC5,87,33,70,0,70,EW,O,W,18,16,7
K20,1491,KLC9,79,57,"73,5",0,"73,5",NESW,O,SW,18,13,8
K20,1488,KLC9,76,56,74,0,74,,SV,NE,26,23,21
K20,1432,KLC7,66,52,77,0,77,EW,P,,74,26,16
K20,2242,KLD21,89,61,17,240,257,EW,O,W,70,42,15
K20,1899,KLD11,83,60,210,0,210,NS,,,57,40,20
K20,548,KLD8,48,56,41,150,191,EW,P,,12,8,4
K20,520,KLD8,75,11,40,150,190,NWSE,P,,22,10,10
K20,220,KLD3,42,52,80,100,180,NWSE,P,,27,21,9
K20,2021,KLD19,48,22,8,240,248,,P,,14,14,5
K20,576,KLD8,49,21,40,150,190,EW,P,,13,5,3
K20,515,KLD8,72,33,39,150,189,EW,O,W,24,10,9
K20,1532,KLC10,82,33,79,0,79,NESW,P,,8,5,2
K20,1640,KLC10,87,48,78,0,78,EW,SC,N,7,6,5
K20,93,KLD3,61,46,76,100,176,NS,P,,53,8,8
K20,562,KLD8,55,48,42,150,192,NS,O,S,29,22,15
K20,284,KLD3,64,47,32,150,182,NS,P,,32,25,12
K20,475,KLD6,53,29,41,150,191,EW,O,NW,30,18,8
K20,2476,KLE1,45,21,54,230,284,EW,O,E,15,12,11
K20,991,KLD14,47,32,87,150,237,NS,P,,26,21,12
K20,2409,KLE1,55,34,46,230,276,EW,P,,18,14,10
K20,16,KLC,49,46,72,0,72,NS,P,,110,40,10
K20,213,KLD3,52,52,79,100,179,NS,O,N,22,9,4
K20,2271,KLD24,45,28,33,240,273,,SV,,42,32,28
K20,408,KLD6,68,32,36,150,186,EW,O,W,21,8,3
K20,2554,KLE4,66,31,66,230,296,,,,16,15,9
K20,1688,KLC10,87,37,82,0,82,,P,,22,20,6
K20,2269,KLD24,60,13,31,240,271,NWSE,P,,78,18,10
K20,406,KLD6,75,16,36,150,186,NS,C,,15,12,6
K20,734,KLD10,65,18,44,150,194,NS,O,N,25,6,5
K20,580,KLD8,54,23,41,150,191,NWSE,P,,25,15,12
K20,136,KLD3,50,23,82,100,182,NS,P,,30,24,10
K20,566,KLD8,54,20,41,150,191,NS,P,,25,15,8
K20,954,KLD13,58,12,81,150,231,EW,P,,85,35,30
K20,2556,KLE4,56,14,67,230,297,,V,,17,13,8
K20,2305,KLD24,88,11,34,240,274,NESW,P,,28,23,20
K20,565,KLD8,68,27,41,150,191,NS,P,,23,17,11
K20,1019,KLD14,53,26,92,150,242,NESW,P,,33,24,12
K20,737,KLD10,52,27,44,150,194,EW,SV,,28,24,6
K20,2591,KLE4,75,30,"28,5",230,"258,5",,O,W,80,80,50
K20,1954,KLD18,79,35,37,210,247,NESW,O,SW,122,85,65
K20,2185,KLD23,47,33,27,240,267,EW,P,,22,18,7
K20,2512,KLE1,71,3,32,230,262,EW,C,,20,12,10
K20,130,KLD3,48,17,79,100,179,NS,V,,12,8,3
K20,560,KLD8,54,44,41,150,191,EW,O,E,30,25,15
K20,111,KLD3,54,44,78,100,178,NS,C,,16,10,9
K20,479,KLD6,70,21,39,150,189,NESW,O,SW,25,22,9
K20,551,KLD8,50,42,41,150,191,NS,O,N,30,20,11
K20,570,KLD8,46,21,40,150,190,NS,P,,14,8,2
K20,579,KLD8,49,29,42,150,192,NS,C,,23,20,7
K20,116,KLD3,57,30,79,100,179,NWSE,P,,30,18,9
K20,1008,KLD14,57,31,86,150,236,NWSE,O,NW,36,20,12
K20,98,KLD3,58,32,75,100,175,NS,O,S,46,15,11
K20,201,KLD3,49,57,77,100,177,EW,V,,15,7,4
K20,1533,KLC10,87,33,79,0,79,NESW,SV,,11,11,8
K20,336,KLD3,45,60,34,150,184,NESW,V,,15,10,3
K20,916,KLD11,52,87,53,150,203,EW,O,E,30,20,10
K20,2208,KLD23,69,31,24,240,264,NWSE,SC,SW,70,53,42
K20,2299,KLD24,84,34,31,240,271,NWSE,SV,SE,38,27,17
K20,1692,KLC10,85,32,84,0,84,NS,P,,35,23,20
K20,1376,KLC6,80,46,73,0,73,NWSE,C,,22,16,10
K20,113,KLD3,63,45,78,100,178,NESW,SC,NW,17,16,6
K20,557,KLD8,52,54,42,150,192,EW,C,,30,22,10
K20,2037,KLD19,81,83,"12,5",240,"252,5",EW,P,,67,42,39
K20,736,KLD10,54,23,44,150,194,EW,V,,27,24,15
K20,572,KLD8,56,26,42,150,192,EW,C,,28,22,14
K20,1537,KLC10,89,38,79,0,79,EW,O,S,23,14,6
K20,1340,KLC5,85,42,70,0,70,,V,,20,17,10
K20,1678,KLC10,88,49,81,0,81,NESW,P,,20,15,10
K20,1300,KLC4,85,40,65,0,65,NS,P,,26,15,15
K20,2000,KLD19,45,58,"7,5",240,"247,5",NS,,,40,22,7
K20,675,KLD8,45,17,42,150,192,EW,C,,15,12,6
K20,2304,KLD24,88,16,34,240,274,,SV,W,70,44,30
K20,343,KLD3,51,55,35,150,185,NS,P,,14,7,6
K20,2001,KLD19,52,62,8,240,248,NS,O,N,10,6,4
K20,2538,KLE4,59,14,58,230,288,NESW,P,,50,41,31
K20,425,KLD6,58,12,37,150,187,NS,V,,12,10,7
K20,2310,KLD25,84,20,37,240,277,NS,P,,29,21,10
K20,524,KLD8,68,30,42,150,192,NS,V,,19,12,8
K20,415,KLD6,68,38,35,150,185,NESW,P,,20,14,5
K20,322,KLD3,65,38,34,150,184,EW,P,,19,17,6
K20,1266,KLC3,86,62,63,0,63,,O,N,29,23,14
K20,561,KLD8,50,42,41,150,191,EW,P,,15,12,7
K20,1306,KLC4,87,46,65,0,65,,P,,21,21,19
K20,409,KLD6,69,41,34,150,184,NS,P,,13,13,3
K20,18,KLC,56,52,77,0,77,EW,O,W,70,29,20
K20,1372,KLC6,84,54,70,0,70,NWSE,O,NW,90,40,15
K20,1418,KLC7,62,57,77,0,77,NS,SV,S,23,17,6
K20,1358,KLC6,64,58,72,0,72,NWSE,V,,19,17,9
K20,2559,KLE4,72,14,61,230,291,NS,C,,100,90,60
K20,2415,KLE1,55,16,49,230,279,NS,P,,100,95,60
K20,731,KLD7,83,13,40,150,190,NESW,C,,18,13,6
K20,134,KLD3,65,23,77,100,177,NESW,P,,21,11,7
K20,2306,KLD24,89,46,28,240,268,NS,P,,90,70,30
K20,934,KLD12,84,26,67,150,217,EW,O,W,110,100,40
K20,2062,KLD21,48,21,"13,5",240,"253,5",NS,P,,72,35,17
K20,357,KLD3,60,29,35,150,185,EW,O,N,22,17,8
K20,2205,KLD23,45,21,26,240,266,EW,O,W,30,23,9
K20,832,KLD11,72,38,48,150,198,NS,C,,85,70,50
K20,831,KLD11,79,50,47,150,197,NS,C,,160,100,70
K20,151,KLD3,65,18,82,100,182,EW,O,E,17,11,6
K20,383,KLD3,59,24,39,150,189,EW,O,W,25,20,9
K20,2303,KLD24,84,23,34,240,274,NS,P,,50,40,33
K20,930,KLD12,52,34,63,150,213,EW,C,,28,24,23
K20,359,KLD3,50,30,37,150,187,EW,P,,19,15,9
K20,908,KLD11,23,8,52,150,202,NS,C,,25,23,14
K20,573,KLD8,52,23,41,150,191,NESW,O,NE,16,15,7
K20,12190,KLE1,,,,,,,,,27,23,11
K20,150,KLD3,66,19,81,100,181,EW,C,,18,13,5
K20,1294,KLC2,77,58,67,0,67,,O,S,21,21,11
K20,796,KLD10,6,53,45,150,195,EW,C,,28,26,11
K20,1139,KLC2,91,66,58,0,58,,O,N,26,24,14
K20,1646,KLC10,92,34,80,0,80,NESW,P,,18,9,4
K20,1110,KLC2,87,75,60,0,60,NESW,P,,38,32,29
K20,790,KLD10,1,25,46,150,196,NWSE,O,SE,32,30,15
K20,59,KLC,75,37,78,0,78,NS,O,S,25,21,15
K20,35,KLC,57,39,75,0,75,EW,O,W,37,26,20
K20,742,KLD10,54,42,44,150,194,EW,O,E,27,20,11
K20,1361,KLC6,69,59,71,0,71,EW,C,,21,18,8
K20,715,KLD8,10,63,43,150,193,EW,C,,30,16,12
K20,1446,KLC6,98,59,64,0,64,,P,,17,17,12
K20,348,KLD3,46,60,33,150,183,NS,P,,28,16,15
K20,337,KLD3,47,62,33,150,183,NESW,O,SW,25,20,9
K20,50197,KLC11,,,,,,,,,0,0,0
K20,564,KLD8,52,34,42,150,192,NWSE,O,SE,20,10,7
K20,2215,KLD23,50,4,"23,5",240,"263,5",NS,P,,26,23,16
K20,1481,KLC9,78,56,74,0,74,NS,O,N,27,19,18
K20,236,KLD3,17,75,83,100,183,,P,,11,7,7
K20,2010,KLD19,33,37,"8,5",240,"248,5",EW,P,,23,18,12
K20,2035,KLD19,33,37,"10,5",240,"250,5",NS,P,,12,11,5
K20,2058,KLD19,38,39,12,240,252,NESW,O,SW,22,18,11
K20,1002,KLD14,37,49,89,150,239,NS,P,,41,19,16
K20,2019,KLD19,24,63,8,240,248,NWSE,SC,NE,34,24,14
K20,2082,KLD19,11,56,11,240,251,NWSE,O,SE,25,16,12
K20,1986,KLD18,15,59,36,210,246,NESW,SC,,35,25,15
K20,2055,KLD19,17,58,"9,5",240,"249,5",NESW,O,NE,30,20,10
K20,2072,KLD21,21,64,13,240,253,EW,P,,7,6,3
K20,2122,KLD21,12,55,16,240,256,EW,O,W,15,11,7
K20,261,KLD3,19,86,83,100,183,NS,P,,8,5,3
K20,1898,KLD11,95,77,211,0,211,EW,P,,70,52,45
K20,1675,KLC10,81,38,81,0,81,,,,45,25,10
K20,2360,KLD26,-2,44,55,230,285,,,,27,25,16
K20,1531,KLC10,84,35,79,0,79,NS,O,S,20,12,11
K20,2490,KLE1,85,29,46,230,276,NS,P,,33,20,19
K20,747,KLD10,47,40,43,150,193,NESW,P,,25,16,5
K20,287,KLD3,32,85,0,0,,,P,,12,12,2
K20,1893,KLD15,91,84,208,0,208,EW,O,W,38,13,8
K20,2061,KLD21,65,22,17,240,257,,V,,40,35,23
K20,378,KLD3,44,36,39,150,189,EW,P,,30,19,6
K20,1366,KLC6,76,49,74,0,74,,V,,24,16,15
K20,2033,KLD19,46,56,"8,5",240,"248,5",NS,P,,18,12,9
K20,546,KLD8,48,53,40,150,190,NS,P,,24,17,7
K20,518,KLD8,78,12,41,150,191,NS,V,,15,15,15
K20,301,KLD3,72,21,33,150,183,EW,V,,17,15,6
K20,2206,KLD23,51,12,26,240,266,NESW,P,,21,12,9
K20,2042,KLD19,50,58,"11,5",240,"251,5",NS,P,,55,17,9
K20,1400,KLC6,77,59,71,0,71,NS,P,,18,10,9
K20,1364,KLC6,79,55,71,0,71,NS,C,,37,27,22
K20,1932,KLD17,52,75,"31,5",210,"241,5",NESW,O,SW,15,10,5
K20,2526,KLE1,81,4,40,230,270,NS,O,NW,45,28,16
K20,277,KLD4,65,17,30,150,180,,,,0,0,0
K20,419,KLD6,54,15,35,150,185,EW,C,,13,13,3
K20,156,KLD3,69,26,81,100,181,EW,O,E,59,23,17
K20,2483,KLE1,65,26,49,230,279,,V,,37,30,10
K20,1889,KLD11,88,11,"207,5",0,"207,5",NS,C,,40,25,15
K20,1953,KLD18,69,68,33,210,243,EW,O,SE,23,15,9
K20,1874,KLD11,82,32,"204,5",0,"204,5",,V,,63,61,32
K20,315,KLD3,56,31,35,150,185,EW,O,W,11,9,2
K20,164,KLD3,53,33,83,100,183,NESW,O,S,27,25,17
K20,2253,KLD23,72,31,28,240,268,,P,,0,0,0
K20,1529,KLC10,84,30,"77,5",0,"77,5",EW,P,,14,13,7
K20,1904,KLD11,68,80,212,0,212,NESW,O,NW,10,4,3
K20,110,KLD3,60,46,78,100,178,NS,SC,W,20,17,8
K20,2302,KLD24,82,16,34,240,274,,,,40,30,20
K20,2309,KLD25,78,32,38,240,278,,P,,88,78,70
K20,582,KLD8,49,14,40,150,190,NWSE,O,SE,27,5,5
K20,2543,KLE4,55,22,60,230,290,EW,P,,17,12,11
K20,1890,KLD12,84,32,216,0,216,NESW,O,SW,105,65,45
K20,748,KLD10,55,34,45,150,195,EW,P,,13,12,8
K20,1020,KLD14,53,32,92,150,242,NS,P,,21,9,7
K20,1535,KLC10,88,35,78,0,78,NESW,O,SE,16,12,4
K20,1311,KLC4,89,42,66,0,66,NS,P,,23,20,14
K20,2241,KLD21,88,52,17,240,257,NS,P,,75,35,25
K20,1433,KLC7,63,50,74,0,74,EW,O,W,35,19,11
K20,1383,KLC6,83,57,71,0,71,NS,P,,29,24,10
K20,2536,KLE4,74,65,54,230,284,NESW,SC,SW,120,25,20
K20,527,KLD8,61,44,41,150,191,EW,P,,25,11,5
K20,1012,KLD14,56,13,86,150,236,NWSE,O,NW,35,24,20
K20,2136,KLD21,0,0,0,0,,,,,22,12,5
K20,2179,KLD22,90,16,21,240,261,,,,61,29,18
K20,2247,KLD23,92,45,24,240,264,,,,63,30,25
K20,366,KLD3,-1,36,40,150,190,NESW,V,,12,9,6
K20,370,KLD3,-1,35,41,150,191,NS,P,,15,9,6
K20,1876,KLD11,90,17,201,0,201,NS,O,NE,47,36,9
K20,1875,KLD11,92,19,201,0,201,,O,W,70,62,35
K20,1902,KLD11,90,11,211,0,211,EW,O,W,70,51,25
K20,1906,KLD11,96,19,"210,5",0,"210,5",NS,P,,70,70,65
K20,1892,KLD11,92,33,208,0,208,NESW,O,SW,27,24,10
K20,1885,KLD11,90,44,207,0,207,,O,S,33,22,20
K20,1884,KLD11,97,46,"206,5",0,"206,5",NS,O,N,50,35,35
K20,1903,KLD15,96,46,211,0,211,,,,12,10,5
K20,1882,KLD11,96,45,"204,5",0,"204,5",EW,P,,85,70,40
K20,1872,KLD11,97,46,196,0,196,EW,P,,83,78,56
K20,1894,KLD15,97,85,208,0,208,NS,O,S,20,12,6
K20,11938,KLE6,,,,,,,,,10,6,2
K20,687,KLD8,5,10,42,150,192,NS,C,,19,16,6
K20,1972,KLD18,24,40,"36,5",210,"246,5",EW,P,,20,17,7
K20,2086,KLD19,11,49,11,240,251,NESW,P,,20,16,12
K20,1520,KLC9,96,52,"73,5",0,"73,5",,V,,24,20,11
K20,2434,KLE2,0,35,63,230,293,,V,,17,17,9
K20,1344,KLC5,90,37,71,0,71,EW,P,,25,20,10
K20,1461,KLC8,93,56,71,0,71,NWSE,O,NE,35,20,15
K20,2431,KLE2,5,12,57,230,287,EW,SC,E,24,23,9
K20,2497,KLE2,2,18,68,230,298,,V,,30,28,12
K20,922,KLD12,10,95,60,150,210,EW,O,W,43,11,2
K20,276,KLD4,20,93,33,150,183,NS,C,,18,15,9
K20,224,KLD3,13,95,79,100,179,NS,P,,30,23,15
K20,281,KLD3,28,91,33,150,183,NESW,C,,24,17,5
K20,244,KLD3,23,93,80,100,180,NESW,O,SW,30,20,15
K20,685,KLD8,18,6,42,150,192,EW,O,W,13,9,6
K20,2353,KLD26,0,36,45,230,275,NS,O,S,18,7,5
K20,2343,KLD26,0,22,51,230,281,,V,,9,8,3
K20,194,KLD3,35,24,87,100,187,,P,,29,28,15
K20,209,KLD3,14,38,85,100,185,EW,P,,25,17,14
K20,609,KLD8,28,28,41,150,191,NWSE,P,,11,6,3
K20,682,KLD8,12,15,43,150,193,NESW,P,,35,25,8
K20,613,KLD8,29,17,41,150,191,EW,O,W,17,11,7
K20,595,KLD8,29,24,41,150,191,NESW,O,SE,12,11,5
K20,436,KLD6,31,12,40,150,190,NS,O,N,40,30,30
K20,447,KLD6,23,19,40,150,190,NWSE,C,,22,15,12
K20,607,KLD8,40,23,42,150,192,NWSE,P,,10,9,3
K20,351,KLD3,38,52,35,150,185,EW,P,,17,17,7
K20,697,KLD8,12,55,42,150,192,NS,C,,17,11,7
K20,1979,KLD18,35,11,35,210,245,NWSE,P,,36,22,8
K20,1017,KLD14,31,12,93,150,243,NWSE,O,NW,44,23,14
K20,1970,KLD18,23,14,36,210,246,,V,,15,15,10
K20,1955,KLD18,33,25,"35,5",210,"245,5",EW,P,,18,9,6
K20,67,KLC,70,54,68,0,68,NS,P,,27,19,12
K20,92,KLD3,58,41,75,100,175,NS,P,,58,23,13
K20,549,KLD8,46,62,40,150,190,EW,O,W,20,12,7
K20,296,KLD3,51,34,32,150,182,EW,P,,24,15,0
K20,129,KLD3,55,36,81,100,181,EW,V,,40,37,20
K20,508,KLD8,3,41,40,150,190,NWSE,P,,18,10,8
K20,11999,KLD10,,,,,,,,,12,10,3
K20,12096,KLD23,,,,,,,,,8,8,3
K20,13264,KLD4,,,,,,,,,20,13,5
K20,13235,KLD4,,,,,,,,,5,4,2
K20,13196,KLD13,,,,,,,,,18,12,4
K20,13232,KLD4,,,,,,,,,5,5,4
K20,13149,KLD14,,,,,,,,,45,29,22
K20,11994,KLD10,,,,,,,,,9,8,1
K20,12003,KLD10,,,,,,,,,13,8,4
K20,12067,KLD13,,,,,,,,,19,15,7
K20,13288,KLD19,,,,,,,,,12,8,4
K20,13155,KLD14,,,,,,,,,23,19,10
K20,11966,KLD21,,,,,,,,,16,12,3
K20,12250,KLD6,,,,,,,,,6,3,1
K20,12075,KLD13,,,,,,,,,14,9,6
K20,12234,KLD3,,,,,,,,,6,6,2
K20,11839,KLD14,,,,,,,,,13,8,3
K20,50359,KLD4,,,,,,,,,0,0,0
K20,13190,KLD13,,,,,,,,,14,8,3
K20,11918,KLD21,,,,,,,,,13,11,3
K20,50089,KLD26,,,,,,,,,0,0,0
K20,12016,KLD11,,,,,,,,,10,7,1
K20,13207,KLD12,,,,,,,,,13,11,5
K20,12219,KLD11,,,,,,,,,7,5,1
K20,12232,KLD11,,,,,,,,,10,8,2
K20,13217,KLD12,,,,,,,,,12,10,6
K20,13173,KLD11,,,,,,,,,7,6,1
K20,12014,KLD11,,,,,,,,,16,11,5
K20,12208,KLD11,,,,,,,,,9,9,1
K20,12258,KLD11,,,,,,,,,24,11,5
K20,50505,KLD11,,,,,,,,,0,0,0
K20,11976,KLD12,,,,,,,,,13,13,6
K20,12194,KLD12,,,,,,,,,21,17,7
K20,11990,KLD12,,,,,,,,,8,8,2
K20,12221,KLD11,,,,,,,,,14,9,4
K20,11948,KLD12,,,,,,,,,7,6,2
K20,11975,KLD12,,,,,,,,,13,11,7
K20,11910,KLD14,,,,,,,,,31,15,5
K20,13182,KLD20,,,,,,,,,13,9,3
K20,50261,KLD14,,,,,,,,,0,0,0
K20,13623,KLD22,,,,,,,,,45,36,17
K20,13218,KLD4,,,,,,,,,7,4,1
K20,13251,KLD4,,,,,,,,,6,5,1
K20,11905,KLD3,,,,,,,,,34,29,17
K20,13629,KLD14,,,,,,,,,21,19,12
K20,12078,KLD13,,,,,,,,,10,5,3
K20,11912,KLD14,,,,,,,,,25,18,12
K20,12074,KLD13,,,,,,,,,19,15,5
K20,12224,KLD11,,,,,,,,,8,5,2
K20,13178,KLD11,,,,,,,,,10,7,2
K20,12007,KLD11,,,,,,,,,18,10,6
K20,12214,KLD11,,,,,,,,,13,8,3
K20,12040,KLE6,,,,,,,,,11,6,3
K20,11959,KLD19,,,,,,,,,7,4,1
K20,12138,KLD11,,,,,,,,,7,7,3
K20,11969,KLD12,,,,,,,,,18,15,5
K20,13252,KLD4,,,,,,,,,10,8,5
K20,13215,KLD12,,,,,,,,,10,10,4
K20,11932,KLE6,,,,,,,,,16,14,3
K20,2965,KLG1B,18,3,"86,5",300,"386,5",NS,C,,31,16,11
K20,3105,KLF12,15,17,63,300,363,NS,P,,20,15,5
K20,2622,KLF5M,9,55,100,238,338,EW,P,,82,30,0
K20,2623,KLF5M,13,52,99,238,337,NS,SC,W,86,65,30
K20,2847,KLF9,3,28,122,"233,5","355,5",NS,P,,36,30,13
K20,2797,KLF9,6,41,118,"233,5","351,5",NESW,P,,0,0,0
K20,2798,KLF9,4,43,"118,5","233,5",352,NESW,P,,105,20,10
K20,2722,KLF6,70,8,23,300,323,NS,P,,15,10,6
K20,2748,KLF6,60,6,41,290,331,NESW,O,W,70,0,0
K20,2598,KLF5M,33,62,"85,5",238,"323,5",NWSE,P,,25,18,7
K20,2607,KLF5M,66,26,73,238,311,NESW,SC,W,51,18,13
K20,1896,KLD11,87,65,210,0,210,,O,NE,40,40,30
K20,458,KLD6,13,16,40,150,190,NS,O,N,32,28,14
K20,1873,KLD11,84,36,204,0,204,NWSE,O,NW,32,32,8
K20,59908,KLE6,,,,,,,,,0,0,0
K20,12117,KLE6,,,,,,,,,10,5,2
K20,12038,KLE6,,,,,,,,,13,10,2
K20,49690,INDET,,,,,,,,,0,0,0
K20,12041,KLE6,,,,,,,,,9,6,2
K20,12122,KLE6,,,,,,,,,6,4,1
K20,3447,KLG8,8,20,122,300,422,EW,O,E,50,15,8
K20,2900,KLF10,46,10,"45,5",300,"345,5",NWSE,O,NW,72,55,32
